2017-12-20 5:1:17, 62.58
2017-12-20 5:1:18, 62.58
2017-12-20 5:1:20, 62.58
2017-12-20 5:1:21, 62.58
2017-12-20 5:1:22, 62.58
2017-12-20 5:1:23, 62.58
2017-12-20 5:1:24, 62.58
2017-12-20 5:1:25, 62.58
2017-12-20 5:1:26, 62.58
2017-12-20 5:1:27, 62.58
2017-12-20 5:1:28, 62.58
2017-12-20 5:1:30, 62.58
2017-12-20 5:1:31, 62.58
2017-12-20 5:1:32, 62.58
2017-12-20 5:1:33, 62.58
2017-12-20 5:1:34, 62.58
2017-12-20 5:1:35, 62.58
2017-12-20 5:1:36, 62.58
2017-12-20 5:1:37, 62.58
2017-12-20 5:1:38, 62.58
2017-12-20 5:1:39, 62.58
2017-12-20 5:1:40, 62.58
2017-12-20 5:1:41, 62.58
2017-12-20 5:1:42, 62.58
2017-12-20 5:1:43, 62.58
2017-12-20 5:1:44, 62.58
2017-12-20 5:1:45, 62.58
2017-12-20 5:1:46, 62.58
2017-12-20 5:1:47, 62.58
2017-12-20 5:1:48, 62.58
2017-12-20 5:1:50, 62.58
2017-12-20 5:1:51, 62.58
2017-12-20 5:1:52, 62.58
2017-12-20 5:1:53, 62.58
2017-12-20 5:1:54, 62.58
2017-12-20 5:1:55, 62.58
2017-12-20 5:1:56, 62.58
2017-12-20 5:1:57, 62.58
2017-12-20 5:1:58, 62.58
2017-12-20 5:1:59, 62.58
2017-12-20 5:2:0, 62.58
2017-12-20 5:2:1, 62.58
2017-12-20 5:2:2, 62.58
2017-12-20 5:2:3, 62.58
2017-12-20 5:2:4, 62.58
2017-12-20 5:2:5, 62.58
2017-12-20 5:2:6, 62.58
2017-12-20 5:2:7, 62.58
2017-12-20 5:2:9, 62.58
2017-12-20 5:2:10, 62.58
2017-12-20 5:2:11, 62.58
2017-12-20 5:2:12, 62.58
2017-12-20 5:2:13, 62.55
2017-12-20 5:2:14, 62.52
2017-12-20 5:2:15, 62.58
2017-12-20 5:2:16, 62.58
2017-12-20 5:2:17, 62.58
2017-12-20 5:2:18, 62.58
2017-12-20 5:2:19, 62.58
2017-12-20 5:2:20, 62.58
2017-12-20 5:2:21, 62.58
2017-12-20 5:2:22, 62.58
2017-12-20 5:2:23, 62.58
2017-12-20 5:2:24, 62.58
2017-12-20 5:2:25, 62.58
2017-12-20 5:2:26, 62.58
2017-12-20 5:2:27, 62.58
2017-12-20 5:2:29, 62.58
2017-12-20 5:2:30, 62.58
2017-12-20 5:2:31, 62.58
2017-12-20 5:2:32, 62.58
2017-12-20 5:2:33, 62.55
2017-12-20 5:2:34, 62.55
2017-12-20 5:2:35, 62.58
2017-12-20 5:2:36, 62.58
2017-12-20 5:2:37, 62.49
2017-12-20 5:2:38, 62.58
2017-12-20 5:2:39, 62.58
2017-12-20 5:2:40, 62.58
2017-12-20 5:2:41, 62.43
2017-12-20 5:2:42, 62.58
2017-12-20 5:2:43, 62.58
2017-12-20 5:2:44, 62.58
2017-12-20 5:2:45, 62.46
2017-12-20 5:2:46, 62.52
2017-12-20 5:2:48, 62.58
2017-12-20 5:2:49, 62.49
2017-12-20 5:2:50, 62.49
2017-12-20 5:2:51, 62.58
2017-12-20 5:2:52, 62.58
2017-12-20 5:2:53, 62.46
2017-12-20 5:2:54, 62.58
2017-12-20 5:2:55, 62.58
2017-12-20 5:2:56, 62.46
2017-12-20 5:2:57, 62.58
