20.15
2017-12-19 21:46:15, 66.15
2017-12-19 21:46:16, 66.15
2017-12-19 21:46:17, 66.15
2017-12-19 21:46:20, 66.15
2017-12-19 21:46:21, 66.15
2017-12-19 21:46:22, 66.15
2017-12-19 21:46:23, 66.15
2017-12-19 21:46:24, 66.15
2017-12-19 21:46:25, 66.15
2017-12-19 21:46:26, 66.15
2017-12-19 21:46:27, 66.15
2017-12-19 21:46:28, 66.15
2017-12-19 21:46:29, 66.15
2017-12-19 21:46:31, 66.15
2017-12-19 21:46:32, 66.15
2017-12-19 21:46:33, 66.15
2017-12-19 21:46:34, 66.15
2017-12-19 21:46:35, 66.15
2017-12-19 21:46:36, 66.15
2017-12-19 21:46:37, 66.15
2017-12-19 21:46:38, 66.15
2017-12-19 21:46:39, 66.15
2017-12-19 21:46:40, 66.15
2017-12-19 21:46:41, 66.15
2017-12-19 21:46:42, 66.15
2017-12-19 21:46:43, 66.21
2017-12-19 21:46:44, 66.18
2017-12-19 21:46:45, 66.21
2017-12-19 21:46:46, 66.15
2017-12-19 21:46:47, 66.15
2017-12-19 21:46:48, 66.18
2017-12-19 21:46:50, 66.18
2017-12-19 21:46:51, 66.18
2017-12-19 21:46:52, 66.15
2017-12-19 21:46:53, 66.15
2017-12-19 21:46:54, 66.15
2017-12-19 21:46:55, 66.15
2017-12-19 21:46:56, 66.15
2017-12-19 21:46:57, 66.15
2017-12-19 21:46:58, 66.15
2017-12-19 21:46:59, 66.15
2017-12-19 21:47:0, 66.18
2017-12-19 21:47:1, 66.15
2017-12-19 21:47:2, 66.15
2017-12-19 21:47:3, 66.15
2017-12-19 21:47:4, 66.15
2017-12-19 21:47:5, 66.18
2017-12-19 21:47:6, 66.15
2017-12-19 21:47:7, 66.15
2017-12-19 21:47:8, 66.15
2017-12-19 21:47:10, 66.18
2017-12-19 21:47:11, 66.15
2017-12-19 21:47:12, 66.15
2017-12-19 21:47:13, 66.15
2017-12-19 21:47:14, 66.15
2017-12-19 21:47:15, 66.15
2017-12-19 21:47:16, 66.15
2017-12-19 21:47:17, 66.18
2017-12-19 21:47:18, 66.15
2017-12-19 21:47:19, 66.18
2017-12-19 21:47:20, 66.18
2017-12-19 21:47:21, 66.18
2017-12-19 21:47:22, 66.21
2017-12-19 21:47:23, 66.24
2017-12-19 21:47:24, 66.18
2017-12-19 21:47:25, 66.24
2017-12-19 21:47:26, 66.21
2017-12-19 21:47:27, 66.24
2017-12-19 21:47:29, 66.21
2017-12-19 21:47:30, 66.24
2017-12-19 21:47:31, 66.21
2017-12-19 21:47:32, 66.21
2017-12-19 21:47:33, 66.27
2017-12-19 21:47:34, 66.21
2017-12-19 21:47:35, 66.24
2017-12-19 21:47:36, 66.21
2017-12-19 21:47:37, 66.27
2017-12-19 21:47:38, 66.24
2017-12-19 21:47:39, 66.24
2017-12-19 21:47:40, 66.21
2017-12-19 21:47:41, 66.21
2017-12-19 21:47:42, 66.24
2017-12-19 21:47:43, 66.21
2017-12-19 21:47:44, 66.24
2017-12-19 21:47:45, 66.24
2017-12-19 21:47:46, 66.27
2017-12-19 21:47:47, 66.30
2017-12-19 21:47:49, 66.30
2017-12-19 21:47:50, 66.30
2017-12-19 21:47:51, 66.27
2017-12-19 21:47:52, 66.30
2017-12-19 21:47:53, 66.30
2017-12-19 21:47:54, 66.30
2017-12-19 21:47:55, 66.24
2017-12-19 21:47:56, 66.30
2017-12-19 21:47:57, 66.27
2017-12-19 21:47:58, 66.27
2017-12-19 21:47:59, 66.27
2017-12-19 21:48:0, 66.30
2017-12-19 21:48:1, 66.30
2017-12-19 21:48:2, 66.30
2017-12-19 21:48:3, 66.30
2017-12-19 21:48:4, 66.30
2017-12-19 21:48:5, 66.30
2017-12-19 21:48:6, 66.30
2017-12-19 21:48:8, 66.30
2017-12-19 21:48:9, 66.30
2017-12-19 21:48:10, 66.30
2017-12-19 21:48:11, 66.30
2017-12-19 21:48:12, 66.30
2017-12-19 21:48:13, 66.30
2017-12-19 21:48:14, 66.30
2017-12-19 21:48:15, 66.30
2017-12-19 21:48:16, 66.30
2017-12-19 21:48:17, 66.30
2017-12-19 21:48:18, 66.30
2017-12-19 21:48:19, 66.30
2017-12-19 21:48:20, 66.30
2017-12-19 21:48:21, 66.30
2017-12-19 21:48:22, 66.30
2017-12-19 21:48:23, 66.27
2017-12-19 21:48:24, 66.27
2017-12-19 21:48:25, 66.24
2017-12-19 21:48:26, 66.27
2017-12-19 21:48:28, 66.30
2017-12-19 21:48:29, 66.27
2017-12-19 21:48:30, 66.30
2017-12-19 21:48:31, 66.30
2017-12-19 21:48:32, 66.30
2017-12-19 21:48:33, 66.30
2017-12-19 21:48:34, 66.30
2017-12-19 21:48:35, 66.30
2017-12-19 21:48:36, 66.33
2017-12-19 21:48:37, 66.30
2017-12-19 21:48:38, 66.33
2017-12-19 21:48:39, 66.30
2017-12-19 21:48:40, 66.30
2017-12-19 21:48:41, 66.30
2017-12-19 21:48:42, 66.30
2017-12-19 21:48:43, 66.30
2017-12-19 21:48:44, 66.30
2017-12-19 21:48:45, 66.30
2017-12-19 21:48:47, 66.30
2017-12-19 21:48:48, 66.27
2017-12-19 21:48:49, 66.30
2017-12-19 21:48:50, 66.30
2017-12-19 21:48:51, 66.27
2017-12-19 21:48:52, 66.27
2017-12-19 21:48:53, 66.30
2017-12-19 21:48:54, 66.30
2017-12-19 21:48:55, 66.30
2017-12-19 21:48:56, 66.27
2017-12-19 21:48:57, 66.30
2017-12-19 21:48:58, 66.30
2017-12-19 21:48:59, 66.30
2017-12-19 21:49:0, 66.30
2017-12-19 21:49:1, 66.30
2017-12-19 21:49:2, 66.30
2017-12-19 21:49:3, 66.30
2017-12-19 21:49:4, 66.30
2017-12-19 21:49:5, 66.30
2017-12-19 21:49:7, 66.30
2017-12-19 21:49:8, 66.30
2017-12-19 21:49:9, 66.30
2017-12-19 21:49:10, 66.30
2017-12-19 21:49:11, 66.30
2017-12-19 21:49:12, 66.30
2017-12-19 21:49:13, 66.30
2017-12-19 21:49:14, 66.30
2017-12-19 21:49:15, 66.30
2017-12-19 21:49:16, 66.30
2017-12-19 21:49:17, 66.24
2017-12-19 21:49:18, 66.27
2017-12-19 21:49:19, 66.27
2017-12-19 21:49:20, 66.24
2017-12-19 21:49:21, 66.24
