201017-12-20 0:1:15, 64.66
2017-12-20 0:1:16, 64.66
2017-12-20 0:1:19, 64.63
2017-12-20 0:1:20, 64.63
2017-12-20 0:1:21, 64.66
2017-12-20 0:1:22, 64.60
2017-12-20 0:1:23, 64.63
2017-12-20 0:1:24, 64.63
2017-12-20 0:1:25, 64.60
2017-12-20 0:1:26, 64.66
2017-12-20 0:1:27, 64.69
2017-12-20 0:1:28, 64.69
2017-12-20 0:1:29, 64.66
2017-12-20 0:1:30, 64.63
2017-12-20 0:1:31, 64.66
2017-12-20 0:1:32, 64.69
2017-12-20 0:1:33, 64.69
2017-12-20 0:1:34, 64.69
2017-12-20 0:1:35, 64.66
2017-12-20 0:1:36, 64.69
2017-12-20 0:1:38, 64.72
2017-12-20 0:1:39, 64.69
2017-12-20 0:1:40, 64.69
2017-12-20 0:1:41, 64.66
2017-12-20 0:1:42, 64.72
2017-12-20 0:1:43, 64.69
2017-12-20 0:1:44, 64.75
2017-12-20 0:1:45, 64.69
2017-12-20 0:1:46, 64.72
2017-12-20 0:1:47, 64.69
2017-12-20 0:1:48, 64.72
2017-12-20 0:1:49, 64.72
2017-12-20 0:1:50, 64.75
2017-12-20 0:1:51, 64.72
2017-12-20 0:1:52, 64.75
2017-12-20 0:1:53, 64.72
2017-12-20 0:1:54, 64.75
2017-12-20 0:1:55, 64.75
2017-12-20 0:1:57, 64.72
2017-12-20 0:1:58, 64.75
2017-12-20 0:1:59, 64.75
2017-12-20 0:2:0, 64.72
2017-12-20 0:2:1, 64.75
2017-12-20 0:2:2, 64.75
2017-12-20 0:2:3, 64.75
2017-12-20 0:2:4, 64.75
2017-12-20 0:2:5, 64.75
2017-12-20 0:2:6, 64.75
2017-12-20 0:2:7, 64.75
2017-12-20 0:2:8, 64.75
2017-12-20 0:2:9, 64.69
2017-12-20 0:2:10, 64.69
2017-12-20 0:2:11, 64.72
2017-12-20 0:2:12, 64.75
2017-12-20 0:2:13, 64.72
2017-12-20 0:2:14, 64.69
2017-12-20 0:2:15, 64.66
2017-12-20 0:2:17, 64.72
2017-12-20 0:2:18, 64.75
2017-12-20 0:2:19, 64.72
2017-12-20 0:2:20, 64.75
2017-12-20 0:2:21, 64.72
2017-12-20 0:2:22, 64.69
2017-12-20 0:2:23, 64.66
2017-12-20 0:2:24, 64.69
2017-12-20 0:2:25, 64.69
2017-12-20 0:2:26, 64.75
2017-12-20 0:2:27, 64.69
2017-12-20 0:2:28, 64.69
2017-12-20 0:2:29, 64.72
2017-12-20 0:2:30, 64.69
2017-12-20 0:2:31, 64.72
2017-12-20 0:2:32, 64.69
2017-12-20 0:2:33, 64.72
2017-12-20 0:2:34, 64.75
2017-12-20 0:2:36, 64.75
2017-12-20 0:2:37, 64.72
2017-12-20 0:2:38, 64.75
2017-12-20 0:2:39, 64.75
2017-12-20 0:2:40, 64.72
2017-12-20 0:2:41, 64.69
2017-12-20 0:2:42, 64.72
2017-12-20 0:2:43, 64.72
2017-12-20 0:2:44, 64.75
2017-12-20 0:2:45, 64.75
2017-12-20 0:2:46, 64.75
2017-12-20 0:2:47, 64.75
2017-12-20 0:2:48, 64.75
2017-12-20 0:2:49, 64.75
2017-12-20 0:2:50, 64.72
2017-12-20 0:2:51, 64.72
2017-12-20 0:2:52, 64.72
2017-12-20 0:2:53, 64.75
2017-12-20 0:2:54, 64.75
2017-12-20 0:2:56, 64.75
2017-12-20 0:2:57, 64.75
2017-12-20 0:2:58, 64.75
2017-12-20 0:2:59, 64.72
2017-12-20 0:3:0, 64.75
2017-12-20 0:3:1, 64.75
2017-12-20 0:3:2, 64.75
2017-12-20 0:3:3, 64.72
2017-12-20 0:3:4, 64.72
2017-12-20 0:3:5, 64.72
2017-12-20 0:3:6, 64.69
2017-12-20 0:3:7, 64.72
2017-12-20 0:3:8, 64.69
2017-12-20 0:3:9, 64.72
2017-12-20 0:3:10, 64.72
2017-12-20 0:3:11, 64.69
2017-12-20 0:3:12, 64.72
2017-12-20 0:3:13, 64.69
2017-12-20 0:3:15, 64.69
2017-12-20 0:3:16, 64.72
2017-12-20 0:3:17, 64.69
2017-12-20 0:3:18, 64.69
2017-12-20 0:3:19, 64.69
2017-12-20 0:3:20, 64.69
2017-12-20 0:3:21, 64.69
2017-12-20 0:3:22, 64.72
2017-12-20 0:3:23, 64.72
2017-12-20 0:3:24, 64.72
2017-12-20 0:3:25, 64.72
2017-12-20 0:3:26, 64.72
2017-12-20 0:3:27, 64.72
2017-12-20 0:3:28, 64.72
2017-12-20 0:3:29, 64.72
2017-12-20 0:3:30, 64.72
2017-12-20 0:3:31, 64.72
2017-12-20 0:3:32, 64.72
