5.19
2017-12-20 7:1:16, 65.19
2017-12-20 7:1:17, 65.16
2017-12-20 7:1:19, 65.16
2017-12-20 7:1:20, 65.19
2017-12-20 7:1:21, 65.16
2017-12-20 7:1:22, 65.19
2017-12-20 7:1:23, 65.19
2017-12-20 7:1:24, 65.16
2017-12-20 7:1:25, 65.22
2017-12-20 7:1:26, 65.13
2017-12-20 7:1:27, 65.19
2017-12-20 7:1:28, 65.19
2017-12-20 7:1:29, 65.16
2017-12-20 7:1:30, 65.19
2017-12-20 7:1:31, 65.19
2017-12-20 7:1:33, 65.16
2017-12-20 7:1:34, 65.16
2017-12-20 7:1:35, 65.19
2017-12-20 7:1:36, 65.19
2017-12-20 7:1:37, 65.13
2017-12-20 7:1:38, 65.13
2017-12-20 7:1:39, 65.16
2017-12-20 7:1:40, 65.13
2017-12-20 7:1:41, 65.13
2017-12-20 7:1:42, 65.16
2017-12-20 7:1:43, 65.16
2017-12-20 7:1:44, 65.09
2017-12-20 7:1:45, 65.13
2017-12-20 7:1:46, 65.16
2017-12-20 7:1:47, 65.13
2017-12-20 7:1:48, 65.09
2017-12-20 7:1:49, 65.13
2017-12-20 7:1:50, 65.16
2017-12-20 7:1:52, 65.13
2017-12-20 7:1:53, 65.09
2017-12-20 7:1:54, 65.13
2017-12-20 7:1:55, 65.19
2017-12-20 7:1:56, 65.16
2017-12-20 7:1:57, 65.16
2017-12-20 7:1:58, 65.13
2017-12-20 7:1:59, 65.13
2017-12-20 7:2:0, 65.16
2017-12-20 7:2:1, 65.16
2017-12-20 7:2:2, 65.19
2017-12-20 7:2:3, 65.19
2017-12-20 7:2:4, 65.19
2017-12-20 7:2:5, 65.22
2017-12-20 7:2:6, 65.19
2017-12-20 7:2:7, 65.13
2017-12-20 7:2:8, 65.13
2017-12-20 7:2:9, 65.13
2017-12-20 7:2:10, 65.19
2017-12-20 7:2:12, 65.16
2017-12-20 7:2:13, 65.16
2017-12-20 7:2:14, 65.13
2017-12-20 7:2:15, 65.19
2017-12-20 7:2:16, 65.19
2017-12-20 7:2:17, 65.19
2017-12-20 7:2:18, 65.19
2017-12-20 7:2:19, 65.19
2017-12-20 7:2:20, 65.19
2017-12-20 7:2:21, 65.19
2017-12-20 7:2:22, 65.16
2017-12-20 7:2:23, 65.16
2017-12-20 7:2:24, 65.19
