2019 22:33:59, 66.27
2017-12-19 22:34:0, 66.27
22:33:56, 66.24
2017-12-19 22:33:57, 66.24
2017-12-19 22:33:58, 66.30
2017-12-19 22:33:59, 66.27
2017-12-19 22:34:0, 66.27
2017-12-19 22:34:2, 66.30
2017-12-19 22:34:3, 66.27
2017-12-19 22:34:4, 66.24
2017-12-19 22:34:5, 66.24
2017-12-19 22:34:6, 66.27
2017-12-19 22:34:7, 66.30
2017-12-19 22:34:8, 66.27
2017-12-19 22:34:9, 66.27
2017-12-19 22:34:10, 66.24
2017-12-19 22:34:11, 66.21
2017-12-19 22:34:12, 66.24
2017-12-19 22:34:13, 66.24
2017-12-19 22:34:14, 66.18
2017-12-19 22:34:15, 66.21
2017-12-19 22:34:16, 66.21
2017-12-19 22:34:17, 66.24
2017-12-19 22:34:19, 66.21
2017-12-19 22:34:20, 66.21
2017-12-19 22:34:21, 66.24
2017-12-19 22:34:22, 66.27
2017-12-19 22:34:23, 66.24
2017-12-19 22:34:24, 66.24
2017-12-19 22:34:25, 66.18
2017-12-19 22:34:26, 66.15
2017-12-19 22:34:27, 66.15
2017-12-19 22:34:28, 66.15
2017-12-19 22:34:29, 66.21
2017-12-19 22:34:30, 66.18
2017-12-19 22:34:31, 66.18
2017-12-19 22:34:32, 66.15
2017-12-19 22:34:33, 66.15
2017-12-19 22:34:34, 66.21
2017-12-19 22:34:35, 66.18
2017-12-19 22:34:36, 66.18
2017-12-19 22:34:38, 66.21
2017-12-19 22:34:39, 66.18
2017-12-19 22:34:40, 66.21
2017-12-19 22:34:41, 66.18
2017-12-19 22:34:42, 66.21
2017-12-19 22:34:43, 66.24
2017-12-19 22:34:44, 66.18
2017-12-19 22:34:45, 66.15
2017-12-19 22:34:46, 66.18
2017-12-19 22:34:47, 66.15
2017-12-19 22:34:48, 66.15
2017-12-19 22:34:49, 66.15
2017-12-19 22:34:50, 66.24
2017-12-19 22:34:51, 66.15
2017-12-19 22:34:52, 66.18
2017-12-19 22:34:53, 66.15
2017-12-19 22:34:54, 66.15
2017-12-19 22:34:55, 66.15
2017-12-19 22:34:56, 66.15
