22017-12-20 6:1:16, 63.20
2017-12-20 6:1:17, 63.17
2017-12-20 6:1:20, 63.14
2017-12-20 6:1:21, 63.17
2017-12-20 6:1:22, 63.20
2017-12-20 6:1:23, 63.20
2017-12-20 6:1:24, 63.20
2017-12-20 6:1:25, 63.20
2017-12-20 6:1:26, 63.20
2017-12-20 6:1:27, 63.20
2017-12-20 6:1:28, 63.30
2017-12-20 6:1:29, 63.20
2017-12-20 6:1:30, 63.20
2017-12-20 6:1:31, 63.30
2017-12-20 6:1:32, 63.36
2017-12-20 6:1:33, 63.36
2017-12-20 6:1:35, 63.20
2017-12-20 6:1:36, 63.27
2017-12-20 6:1:37, 63.36
2017-12-20 6:1:38, 63.27
2017-12-20 6:1:39, 63.27
2017-12-20 6:1:40, 63.36
2017-12-20 6:1:41, 63.36
2017-12-20 6:1:42, 63.27
2017-12-20 6:1:43, 63.30
2017-12-20 6:1:44, 63.36
2017-12-20 6:1:45, 63.36
2017-12-20 6:1:46, 63.20
2017-12-20 6:1:47, 63.27
2017-12-20 6:1:48, 63.36
2017-12-20 6:1:49, 63.20
2017-12-20 6:1:50, 63.24
2017-12-20 6:1:51, 63.33
2017-12-20 6:1:52, 63.20
2017-12-20 6:1:53, 63.27
2017-12-20 6:1:55, 63.20
2017-12-20 6:1:56, 63.20
2017-12-20 6:1:57, 63.24
2017-12-20 6:1:58, 63.20
2017-12-20 6:1:59, 63.20
2017-12-20 6:2:0, 63.20
2017-12-20 6:2:1, 63.27
2017-12-20 6:2:2, 63.20
2017-12-20 6:2:3, 63.27
2017-12-20 6:2:4, 63.24
2017-12-20 6:2:5, 63.20
2017-12-20 6:2:6, 63.36
2017-12-20 6:2:7, 63.20
2017-12-20 6:2:8, 63.20
2017-12-20 6:2:9, 63.30
2017-12-20 6:2:10, 63.33
2017-12-20 6:2:11, 63.30
2017-12-20 6:2:12, 63.33
2017-12-20 6:2:14, 63.36
2017-12-20 6:2:15, 63.33
2017-12-20 6:2:16, 63.36
2017-12-20 6:2:17, 63.24
